"","CoreAssociationScore","HealthAssociationScore","CHC_Score","CHC_Score_RankScaled","mean_score","reward_Score"
"Prevotella_salivae",0.68903803131991,0.0602695795808466,0.0602695795808466,0.434262948207171,0.374653805450379,0.160867389317974
"Prevotella_histicola",0.592841163310962,0.0602695795808466,0.0602695795808465,0.430278884462151,0.326555371445904,0.184561593073751
"Streptococcus_constellatus",0.438478747203579,0.043668417713447,0.043668417713447,0.426294820717131,0.241073582458513,0.181141447636478
"Prevotella_denticola",0.438478747203579,0.0260793293088788,0.0260793293088788,0.422310756972112,0.232279038256229,0.112275862276089
"Fretibacterium_fastidiosum",0.68903803131991,0.00901754596568417,0.0090175459656842,0.418326693227092,0.349027788642797,0.0258361834189453
"Propionibacterium_acnes",0,0.692160606849973,3.84226321231681e-17,0.414342629482072,0.346080303424987,1.11022302462516e-16
"Neisseria_macacae",0,0.675090330199778,3.74750414144797e-17,0.406374501992032,0.337545165099889,1.11022302462516e-16
"Actinomyces_sp_oral_taxon_897",0,0.675090330199778,3.74750414144797e-17,0.406374501992032,0.337545165099889,1.11022302462516e-16
"Porphyromonas_sp_oral_taxon_278",0,0.675090330199778,3.74750414144797e-17,0.406374501992032,0.337545165099889,1.11022302462516e-16
"Pseudomonas_stutzeri",0,0.638949096106179,3.54687999030256e-17,0.396414342629482,0.319474548053089,1.11022302462516e-16
"Streptococcus_massiliensis",0,0.638949096106179,3.54687999030256e-17,0.396414342629482,0.319474548053089,1.11022302462516e-16
"Mycoplasma_salivarium",0,0.499326582765811,2.77181934497001e-17,0.388446215139442,0.249663291382905,1.11022302462516e-16
"Porphyromonas_gulae",0,0.499326582765811,2.77181934497001e-17,0.388446215139442,0.249663291382905,1.11022302462516e-16
"Megasphaera_elsdenii",0,0.448945343997986,2.49214728852413e-17,0.342629482071713,0.224472671998993,1.11022302462516e-16
"Lachnoanaerobaculum_orale",0,0.448945343997986,2.49214728852413e-17,0.342629482071713,0.224472671998993,1.11022302462516e-16
"Terrahaemophilus_aromaticivorans",0,0.448945343997986,2.49214728852413e-17,0.342629482071713,0.224472671998993,1.11022302462516e-16
"Neisseria_pharyngis",0,0.448945343997986,2.49214728852413e-17,0.342629482071713,0.224472671998993,1.11022302462516e-16
"Selenomonas_ruminantium",0,0.448945343997986,2.49214728852413e-17,0.342629482071713,0.224472671998993,1.11022302462516e-16
"Wolinella_succinogenes",0,0.448945343997986,2.49214728852413e-17,0.342629482071713,0.224472671998993,1.11022302462516e-16
"Prevotella_ruminicola",0,0.448945343997986,2.49214728852413e-17,0.342629482071713,0.224472671998993,1.11022302462516e-16
