"","Iter_1","Iter_2","Iter_3","Iter_4","Iter_5","Iter_6","Iter_7","Iter_8","Iter_9","Iter_10"
"Mycoplasma_feliminutum",0.524096385542169,0.464859437751004,0.400602409638554,0.534136546184739,0.334673366834171,0.493467336683417,0.418090452261307,0.341708542713568,0.391959798994975,0.417670682730924
"Streptococcus_pneumoniae",0.105421686746988,0.209839357429719,0.149598393574297,0.234939759036145,0.0120603015075377,0.204020100502513,0.0422110552763819,0.0170854271356784,0.0110552763819095,0.0592369477911647
"Schwartzia_succinivorans",0.070281124497992,0.321285140562249,0.400602409638554,0.00602409638554217,0.514572864321608,0.0562814070351759,0.237185929648241,0.341708542713568,0.0814070351758794,0.191767068273092
"Actinomyces_hyovaginalis",0.242971887550201,0.209839357429719,0.149598393574297,0.802208835341365,0.334673366834171,0.493467336683417,0.127638190954774,0.341708542713568,0.391959798994975,0.417670682730924
"Prevotella_marshii",0.0421686746987952,0.659638554216867,0.400602409638554,0.0813253012048193,0.334673366834171,0.136683417085427,0.0673366834170854,0.189949748743719,0.229145728643216,0.417670682730924
"Treponema_parvum",0.0421686746987952,0.303212851405622,0.21285140562249,0.144578313253012,0.569849246231156,0.136683417085427,0.0422110552763819,0.341708542713568,0.0663316582914573,0.035140562248996
"Lautropia_mirabilis",0.524096385542169,0.464859437751004,0.618473895582329,0.234939759036145,0.141708542713568,0.687437185929648,0.418090452261307,0.162814070351759,0.391959798994975,0.633534136546185
"Barnesiella_intestinihominis",0.3714859437751,0.303212851405622,0.21285140562249,0.368473895582329,0.569849246231156,0.320603015075377,0.834170854271357,0.505527638190955,0.568844221105528,0.225903614457831
"Actinobacillus_rossii",0.726907630522088,0.91566265060241,0.979919678714859,0.985943775100402,0.9678391959799,0.764824120603015,0.933668341708543,0.667336683417085,0.631155778894472,0.957831325301205
"Actinomyces_gerencseriae",0.857429718875502,0.464859437751004,0.618473895582329,0.320281124497992,0.334673366834171,0.687437185929648,0.418090452261307,0.162814070351759,0.568844221105528,0.815261044176707
"Bacteroides_stercoris",0.524096385542169,0.140562248995984,0.569277108433735,0.534136546184739,0.514572864321608,0.493467336683417,0.834170854271357,0.757788944723618,0.568844221105528,0.417670682730924
"Neisseria_shayeganii",0.726907630522088,0.659638554216867,0.930722891566265,0.914658634538153,0.569849246231156,0.844221105527638,0.642211055276382,0.559798994974874,0.856281407035176,0.815261044176707
"Selenomonas_noxia",0.105421686746988,0.659638554216867,0.400602409638554,0.0813253012048193,0.569849246231156,0.277386934673367,0.195979899497487,0.341708542713568,0.631155778894472,0.633534136546185
"Bifidobacterium_dentium",0.150602409638554,0.0130522088353414,0.0873493975903614,0,0.0050251256281407,0,0.00301507537688442,0.0623115577889447,0.0110552763819095,0.0592369477911647
